Fiscal Year,Employer,Initial Approvals,Initial Denials,Continuing Approvals,Continuing Denials,NAICS,Tax ID,State,City,ZIP
2019,GLOBAL ATLANTIC FINANCIAL COMPANY,0,0,3,0,52,8452,CT,HARTFORD,06103
2019,GLOBAL ATLANTIC FINANCIAL COMPANY,5,1,5,0,52,8452,NY,NEW YORK,10007
2019,HIGH FIDELITY INC,1,0,0,0,54,9222,CA,SAN FRANCISCO,94103
2019,INDIA CAST US LTD,0,0,1,0,51,0248,NJ,JERSEY CITY,07310
2019,DATERA INC,2,0,1,1,54,2036,CA,SANTA CLARA,95054
2019,SCRUM VENTURES LLC,1,0,0,0,52,9269,CA,SAN FRANCISCO,94103
2019,SCRUM VENTURES LLC,1,0,0,0,54,9269,CA,SAN FRANCISCO,94103
2019,SOLID BIOSCIENCES INC,1,0,4,0,99,3402,MA,CAMBRIDGE,02139
2019,LUCEY CORP D/B/A LM GLOBAL PARTNER,1,0,0,0,54,4763,FL,SAINT PETERSBURG,33713
2019,ITALKBB MEDIA INC,1,1,0,0,56,5473,TX,AUSTIN,78746
2019,DONGHEE ALABAMA LLC,0,2,0,0,33,7619,AL,AUBURN,36832
2019,NEW UNIVISION ENTERPRISES LLC,0,0,1,0,51,8464,FL,MIAMI,33178
2019,INVESTEC ASSET MANAGEMENT NA INC,0,0,1,0,52,8553,NY,NEW YORK,10019
2019,FOR GENERATION INC DBA UKOKE TECH,0,1,0,0,42,0480,CA,CITY OF INDUSTRY,91748
2019,AEM REAL ESTATE INC DBA AEM LOAN,0,0,1,0,52,1456,CA,MILPITAS,95035
2019,TAHRIR INST FOR MIDDLE EAST POLICY,1,0,0,0,81,6030,DC,WASHINGTON,20036
2019,NETSOLACE INC,0,0,1,0,54,6986,CT,WALLINGFORD,06492
2019,CARBON 38 INC,1,0,0,0,44,7314,CA,CULVER CITY,90232
2019,PLUTO INC,1,0,0,0,54,8954,CA,WEST HOLLYWOOD,90069
2019,PLUTO TV,0,1,0,0,54,8984,CA,LOS ANGELES,90048
2019,PLUTO TV,1,0,0,0,99,8984,CA,LOS ANGELES,90048
2019,PLUTO INC,2,0,3,0,54,8984,CA,WEST HOLLYWOOD,90069
2019,PERKINFOTECH INC,1,0,0,0,54,3553,VA,ASHBURN,20148
2019,UNITED FIRE & SAFETY CO,1,0,0,0,23,2352,CA,SOUTH EL MONTE,91733
2019,REVEAL GROUP INTERNATIONAL LLC,0,0,1,0,54,4581,NY,NEW YORK,10010
2019,ROK MOBILE,1,0,0,0,51,5677,CA,CULVER CITY,90232
2019,EZRASONS INC,1,0,0,0,52,8191,NY,NEW YORK,10018
2019,ACUANT INC,0,0,1,0,54,0629,CA,LOS ANGELES,90045
2019,SEANERGY CONSULTING SERVICES INC,0,1,0,0,54,2597,TX,PLANO,75024
2019,QUICKET SOLUTIONS INC,1,0,2,0,54,3681,IL,CHICAGO,60604
2019,QUICKET SOLUTIONS INC,1,0,1,0,54,3681,IL,CHICAGO,60606
2019,EJ2 COMMUNICATIONS INC DBA FLASHPO,1,0,0,0,54,5386,NY,NEW YORK,10018
2019,SUNFIBER,1,0,0,0,32,7916,SC,RICHBURG,29729
2019,IRAYS SANTAMARIA DMD LLC,0,0,1,0,62,8008,MA,BOSTON,02215
2019,UNIREGISTRY INC,0,0,1,0,54,8119,CA,IRVINE,92618
2019,ENGELHART CTP LLC,0,0,1,0,52,9188,CT,STAMFORD,06901
2019,WELLIST LLC,1,0,0,0,62,0707,MA,BOSTON,02108
2019,DXRACER USA LLC,2,0,0,0,33,5269,MI,WHITMORE LAKE,48189
2019,ALTEN TECHNOLOGY USA INC,9,3,18,2,54,6038,MI,TROY,48084
2019,TRUSTLOOK INC,1,0,0,0,54,6796,CA,SAN JOSE,95112
2019,TRUSTLOOK INC,3,1,0,0,54,6796,CA,SAN JOSE,95131
2019,WAYZATA HOME PRODUCTS LLC,1,0,0,0,33,6860,MN,EDINA,55439
2019,WAYZATA HOME PRODUCTS LLC,1,0,0,0,33,6860,MN,MINNEAPOLIS,55439
2019,SPRY HEALTH INC,1,0,0,0,33,9064,CA,PALO ALTO,94301
2019,JANE STREET GROUP LLC,8,1,9,0,52,0033,NY,NEW YORK,10281
2019,UPTOWN TREEHOUSE INC,0,1,0,0,54,0068,CA,LOS ANGELES,90028
2019,IGNITARIUM INC,1,0,1,0,54,4888,CA,SAN JOSE,95131
2019,BROOMALL OPERATING CO LP DBA BROOM,0,0,1,0,62,5286,PA,BROOMALL,19008
2019,PITTSBURGH COMMUNITY RINK OPERATIN,0,1,0,0,71,8569,PA,CRANBERRY TOWNSHIP,16066
2019,TN IPS MED SVCS P C A K A ENVISION,0,1,0,0,62,8724,CO,GREENWOOD VILLAGE,80111
2019,TENNESSEE IPS MEDICAL SERVICES PC,0,0,1,0,62,8724,PA,CONSHOHOCKEN,19428
2019,PAXATA INC,1,0,0,0,51,8732,CA,REDWOOD CITY,94063
2019,NOTION AI DBA TROVE,1,0,0,0,51,0001,MI,ANN ARBOR,48104
2019,CHIVE INTERNATIONAL LLC,1,0,1,0,54,0094,NY,NEW YORK,10001
2019,CHIVE INTERNATIONAL LLC,3,1,1,0,72,0094,NY,NEW YORK,10001
2019,CHEWY INC D/BA CHEWY COM,9,3,34,2,45,0167,FL,DANIA,33004
2019,CHEWY INC D/BA CHEWY COM,21,7,17,5,45,0167,FL,DANIA BEACH,33004
2019,DELOITTE & TOUCHE LLP,0,0,0,1,54,0290,GA,ATLANTA,30309
2019,DELOITTE TRANSACTIONS & BUS ANALYT,35,17,66,27,54,0290,MA,BOSTON,02210
2019,DELOITTE TRANSACTIONS & BUS ANALYT,0,0,1,0,54,0290,PA,PHILADELPHIA,19103
2019,CATALYST SOLUTIONS LLC,1,0,0,0,53,1176,TX,HOUSTON,77043
2019,ZKW LIGHTING SYSTEMS USA INC,0,0,1,0,33,1480,MI,TROY,48084
2019,DRB CAPITAL LLC,0,0,1,0,54,1825,FL,DELRAY BEACH,33445
2019,MEDHOK INC,4,0,12,0,54,2656,FL,TAMPA,33607
2019,MEDHOK INC,8,0,5,0,54,2656,FL,TAMPA,33634
2019,PREMIUM OILFIELD TECHNOLOGIES LLC,0,0,1,0,56,3150,TX,HOUSTON,77041
2019,STAT HOME HEALTH HOUSTON BELLAIRE,0,0,1,0,62,6680,TX,PEARLAND,77584
2019,ATEQ TPMS TOOLS LC,0,1,0,0,54,8605,MI,LIVONIA,48150
2019,PROTEIN2O INC,0,0,1,0,31,2020,IL,ELK GROVE VILLAGE,60007
2019,MCCUBBIN HOSIERY LLC,0,1,0,0,31,3050,OK,OKLAHOMA CITY,73127
2019,THE ALLEN INSTITUTE FOR ARTIFICIAL,1,0,2,0,54,3188,WA,SEATTLE,98103
2019,INTERSECTION TECHNOLOGIES INC,1,0,0,0,54,3405,TX,GRAPEVINE,76051
2019,XORAN TECHNOLOGIES LLC,2,0,0,0,33,3421,MI,ANN ARBOR,48108
2019,INVESTOPEDIA LLC,1,0,1,0,51,5359,NY,NEW YORK,10036
2019,AERO TECHNOLOGIES INC,0,0,1,0,51,5905,CA,SAN FRANCISCO,94109
2019,SQUIRL INC,0,0,1,0,54,6554,TX,HOUSTON,77056
2019,HDB NETWORK TECHNOLOGY INC,2,0,0,0,54,7182,OR,PORTLAND,97230
2019,AVEXIS INC,1,0,0,0,54,8273,IL,BANNOCKBURN,60015
2019,MY GLOBAL DATA INC,0,1,0,0,54,1039,MN,SAINT PAUL,55120
2019,CALLAHAN AIRCRAFT SERVICES LLC,1,0,0,0,54,6221,AL,AUBURN,36830
2019,KOD INC,0,1,0,0,71,6313,CA,GLENDALE,91204
2019,BEYOND LIMITS INC,0,0,3,0,54,9897,CA,GLENDALE,91203
2019,KING S FEET LLC,1,0,0,0,62,1099,TX,COPPELL,75019
2019,ADVANCED SEMICONDUCTOR PROCESSING,1,0,0,0,33,1778,KY,LEXINGTON,40506
2019,VROOM INC,1,0,6,0,44,2566,NY,NEW YORK,10018
2019,EXPRESS PAYMENT SOLUTIONS LLC,1,0,0,0,52,8690,CA,GLENDALE,91203
2019,SP0N INC,1,0,7,0,51,8807,NY,NEW YORK,10013
2019,OCTADYNE SYSTEMS INC,1,0,0,0,54,3914,IA,AMES,50010
2019,BAUER MANUFACTURING LLC DBA NEORIG,0,1,0,0,21,4327,TX,CONROE,77303
2019,ELYSIUM HEALTH INC,1,0,0,0,32,7348,NY,NEW YORK,10013
2019,UNITED PARTNERS SOLUTIONS LLC,0,1,0,0,48,3469,CA,WESTMINSTER,92683
2019,GALT PHARMACEUTICALS LLC,1,0,1,0,42,9205,GA,ATLANTA,30339
2019,MISTBOX INC,1,0,0,0,54,4233,TX,HOUSTON,77043
2019,MAISONETTE INC,0,0,1,0,44,4633,NY,BROOKLYN,11201
2019,ROBIN HEALTHCARE CEO,1,0,0,0,99,0452,CA,BERKELEY,94703
2019,MADHIVE INC,0,0,1,0,54,4297,NY,NEW YORK,10001
2019,OPEN ROAD INTERGRATED MEDIA INC,1,0,0,0,51,2555,NY,NEW YORK,10038
2019,PATELCO CREDIT UNION,1,0,0,0,52,5684,CA,PLEASANTON,94588
2019,WIPRO LTD,0,0,1,0,54,4401,NJ,EAST BRUNSWICK,08816
2019,MINDTREE LIMITED,0,0,1,0,54,4074,NJ,WARREN,07059
2019,GLOBAL DATA MART INC,0,1,0,0,54,2185,NJ,SOUTH PLAINFIELD,07080
2019,MEDIAWALLAH LLC,0,0,1,0,51,9530,NY,NEW YORK,10017
2019,MOSS ADAMS LLP,0,0,12,2,54,9318,WA,SEATTLE,98104
2019,THE EVERETT CLINIC PLLC,1,0,0,0,62,4500,WA,EVERETT,98201
2019,GONZAGA UNIVERSITY,2,0,1,0,61,6600,WA,SPOKANE,99258
2019,GOODFELLOW BROS LLC,0,0,1,0,23,6810,HI,KIHEI,96753
2019,FARMERS NEW WORLD LIFE INSURANCE C,1,0,0,0,52,5750,CA,WOODLAND HILLS,91367
2019,PACCAR INC,4,0,14,0,33,1110,WA,BELLEVUE,98004
2019,PUGET SOUND ENERGY INC,0,0,14,1,22,4630,WA,BELLEVUE,98004
2019,XENON ARC INC,0,1,0,0,32,2954,WA,BELLEVUE,98004
2019,SEATTLE BOX COMPANY DBA SEATTLE,0,0,1,0,32,2210,WA,KENT,98032
2019,THE BOEING COMPANY,0,0,2,0,33,5694,MO,HAZELWOOD,63042
2019,BOEING COMPANY,10,0,2,0,33,5694,MO,SAINT LOUIS,63166
2019,THE BOEING COMPANY,5,0,0,0,33,5694,WA,RENTON,98057
2019,SWEDISH HEALTH SVCS,3,0,4,0,62,3740,WA,RENTON,98057
2019,SWEDISH HEALTH SVCS DBA SWEDISH ME,1,0,0,0,62,3740,WA,SEATTLE,98122
2019,WASHINGTON STATE TREE FRUIT ASSOCI,1,0,0,0,81,5890,WA,YAKIMA,98901
2019,WHITWORTH UNIV,0,0,1,0,61,3310,WA,SPOKANE,99251
2019,PREMERA BLUE CROSS,8,0,8,2,52,9247,WA,MOUNTLAKE TERRACE,98043
2019,KAISER FOUNDATION HEALTH PLAN OF W,0,0,3,0,62,1770,WA,RENTON,98057
2019,NORDSTROM INC,50,0,105,5,45,5058,WA,SEATTLE,98101
2019,NORDSTROM INC,0,0,2,0,54,5058,WA,SEATTLE,98101
2019,NORDSTROM INC,1,0,0,0,45,5058,WA,SEATTLE,98111
2019,NATIONAL SECURITIES CORPORATION,0,0,2,0,52,9466,NY,NEW YORK,10281
2019,TRI STATE MEMORIAL HOSPITAL,1,0,0,0,62,5036,WA,CLARKSTON,99403
2019,FRANCISCAN HEALTH SYSTEM,2,0,10,0,62,4491,WA,TACOMA,98405
2019,SEATTLE CHILDREN'S HOSPITAL,0,0,1,0,62,4748,WA,SEATTLE,98101
2019,SEATTLE CHILDREN S HOSPITAL,14,0,13,0,62,4748,WA,SEATTLE,98105
2019,UNIV OF PUGET SOUND,3,0,0,0,61,4961,WA,TACOMA,98416
2019,RYTHER,2,0,0,0,62,4983,WA,SEATTLE,98115
2019,SAINT MARTIN S UNIVERSITY,0,0,2,0,61,4993,WA,LACEY,98503
2019,SEATTLE UNIV,2,0,6,0,61,5006,WA,SEATTLE,98122
2019,VIRGINIA MASON MEDICAL CENTER,1,0,4,0,62,5539,WA,SEATTLE,98101
2019,SEATTLE PACIFIC UNIVERSITY,5,0,0,0,61,5553,WA,SEATTLE,98119
2019,PACIFIC LUTHERAN UNIV,0,0,1,0,61,5571,WA,TACOMA,98447
2019,YAKIMA VALLEY MEMORIAL HOSPITAL,0,0,2,0,62,7263,WA,YAKIMA,98902
2019,WHITMAN COLLEGE,1,0,0,0,61,7740,WA,WALLA WALLA,99362
2019,PERKINS COIE LLP,0,0,2,0,54,1206,WA,SEATTLE,98101
2019,FLUKE CORPORATION,0,1,4,1,23,6624,WA,EVERETT,98203
2019,THE LUCKS COMPANY,1,0,0,0,32,2901,WA,TACOMA,98409
2019,WALLA WALLA UNIVERSITY,1,0,0,0,61,7727,WA,COLLEGE PLACE,99324
2019,DELTA DENTAL OF WASHINGTON,0,0,1,0,52,1480,WA,SEATTLE,98109
2019,WENATCHEE VALLEY MEDICAL GROUP PS,2,0,3,0,62,7181,WA,WENATCHEE,98801
2019,BENAROYA RESEARCH INST AT VA MASON,2,0,1,0,54,3422,WA,SEATTLE,98101
2019,KADLEC REGIONAL MED CTR,0,0,8,0,62,5392,WA,RENTON,98057
2019,KADLEC REGIONAL MEDICAL CENTER,3,0,0,0,62,5392,WA,RICHLAND,99352
2019,RECREATIONAL EQUIPMENT INC,2,0,7,0,45,6890,WA,KENT,98032
2019,PUGET SOUND REGIONAL COUNCIL,0,0,1,0,54,2794,WA,SEATTLE,98104
2019,MILLIMAN INC,1,0,0,0,54,5641,CA,SAN DIEGO,92121
2019,MILLIMAN INC,5,0,8,0,52,5641,IL,CHICAGO,60606
2019,MILLIMAN INC,0,0,1,0,52,5641,IN,INDIANAPOLIS,46204
2019,MILLIMAN INC,0,0,1,0,54,5641,IN,INDIANAPOLIS,46204
2019,MILLIMAN INC,0,0,1,0,52,5641,NJ,LITTLE FALLS,07424
2019,MILLIMAN INC,2,0,1,0,52,5641,WA,SEATTLE,98101
2019,MILLIMAN INC,0,0,1,0,54,5641,WA,SEATTLE,98101
2019,NORTHWEST ADMINISTRATORS INC,0,0,1,0,54,0697,WA,SEATTLE,98102
2019,BEN BRIDGE JEWELER INC,0,0,1,0,44,5728,WA,SEATTLE,98101
2019,TREE TOP INC,1,0,0,0,31,0280,WA,SELAH,98942
2019,PROVIDENCE HEALTH & SERVICES,0,0,5,0,62,5998,WA,RENTON,98057
2019,TCF ARCHITECTURE PLLC,0,0,1,0,54,7155,WA,TACOMA,98403
2019,MILGARD MANUFACTURING INC,1,0,3,0,33,8499,WA,TACOMA,98424
2019,LAZY F METHODIST CAMP LAZY F CAMP,0,1,0,0,81,1121,WA,ELLENSBURG,98926
2019,LAZY F METHODIST CAMP LAZY F CAMP,0,1,0,0,99,1121,WA,ELLENSBURG,98926
2019,HIGHLINE COLLEGE,2,0,0,0,61,2489,WA,DES MOINES,98198
2019,HIGHLINE COLLEGE,1,0,0,0,61,2489,WA,SEATTLE,98198
2019,KPFF INC,1,0,0,0,54,5897,CA,ROSEVILLE,95661
2019,KPFF INC DBA KPFF CONSULTING ENGIN,2,0,1,0,54,5897,CA,SAN FRANCISCO,94105
2019,KPFF CONSULTING ENGINEERS,1,0,1,0,54,5897,WA,SEATTLE,98101
2019,EVERET COMMUNITY COLLEGE,3,0,0,0,61,9103,WA,EVERETT,98201
2019,TROUTLODGE INC,0,0,1,0,11,5447,WA,SUMNER,98390
2019,OLDCASTLE INFRASTRUCTURE INC F/K/A,0,0,1,0,32,2138,GA,ATLANTA,30328
2019,OLDCASTLE INFRASTRUCTURE INC,0,0,1,0,32,2138,TX,BROOKSHIRE,77423
2019,GARVEY SCHUBERT BARER P C,1,0,0,0,54,5778,WA,SEATTLE,98101
2019,GLY CONSTRUCTION INC,0,0,1,0,99,7919,WA,BELLEVUE,98004
2019,BELLEVUE COLLEGE,0,0,5,0,61,9265,WA,BELLEVUE,98007
2019,WA STATE BOARD FOR COMMUNITY & TEC,0,0,1,0,92,3768,WA,OLYMPIA,98504
2019,COLUMBIA BASIN COLLEGE,0,0,1,0,61,4589,WA,PASCO,99301
2019,SOUTH SEATTLE COLLEGE DBA SEATTLE,0,0,2,0,61,6872,WA,SEATTLE,98106
2019,R A PEARSON CO DBA PEARSON PACKAGI,0,0,1,0,33,7518,WA,SPOKANE,99224
2019,PUBLIC HOSPITAL DISTRICT NO 1 OF M,0,0,2,0,62,6763,WA,SHELTON,98584
2019,INTERMEC TECHNOLOGIES CORPORATION,0,0,3,0,54,4594,NJ,MORRIS PLAINS,07950
2019,HAYS FLUID CONTROLS DIVISION ROMAC,1,0,1,0,33,5053,NC,DALLAS,28034
2019,BUSH ROED & HITCHINGS INC,1,0,0,0,54,7904,WA,SEATTLE,98102
2019,YOUTH EASTSIDE SERVICES,1,0,0,0,99,9093,WA,BELLEVUE,98008
2019,PENINSULA SCHOOL DISTRICT,1,0,0,0,61,4211,WA,GIG HARBOR,98332
2019,MAGNUSSON KLEMENCIC ASSOCIATES INC,4,0,2,0,54,1758,WA,SEATTLE,98101
2019,YAKIMA HEART CENTER INC,0,0,1,0,62,3225,WA,YAKIMA,98902
2019,NORGREN GT DEVELOPMENT CORPORATION,0,0,1,0,33,5634,WA,AUBURN,98001
2019,HEALTHPOINT,0,0,2,0,62,4412,WA,RENTON,98057
2019,BIRTH TO THREE DEVELOPMENTAL CTR,0,0,1,0,62,9019,WA,FEDERAL WAY,98093
2019,BRANCH RICHARDS & CO P S,1,0,0,0,54,9988,WA,SEATTLE,98125
2019,PHILIPS ULTRASOUND INC,9,1,4,0,33,5332,MA,ANDOVER,01810
2019,PHILIPS ULTRASOUND INC,0,0,3,0,33,5332,WA,BOTHELL,98021
2019,COLUMBIA STATE BANK CORPORATION,2,0,0,0,52,7063,WA,TACOMA,98401
2019,EL CENTRO DE LA RAZA,1,0,0,0,81,9927,WA,SEATTLE,98144
2019,CHIYODA INTERNATIONAL CORPORATION,1,1,1,0,23,3254,TX,HOUSTON,77042
2019,ASIAN COUNSELING & REFERRAL SVC,4,0,3,0,62,6176,WA,SEATTLE,98144
2019,ASIAN COUNSELING & REFERRAL SVC,1,0,0,0,81,6176,WA,SEATTLE,98144
2019,CORNISH COLLEGE OF THE ARTS,0,0,1,0,61,6534,WA,SEATTLE,98121
2019,HART CROWSER INC,0,0,1,0,54,8895,WA,SEATTLE,98121
2019,ANDERSEN BJORNSTAD KANE JACOBS INC,1,0,0,0,54,7987,TX,RICHARDSON,75082
2019,ANDERSEN BJORNSTAD KANE JACOBS INC,1,0,0,0,54,7987,WA,SEATTLE,98101
2019,YAKIMA NEIGHBORHOOD HEALTH SERVICE,0,0,1,0,62,8817,WA,YAKIMA,98901
2019,MAHLUM ARCHITECTS,2,0,1,0,54,9210,WA,SEATTLE,98104
2019,PEACEHEALTH,13,0,17,0,62,9479,WA,VANCOUVER,98683
2019,PRIMUS INTERNATIONAL INC,0,0,1,0,33,1460,WA,AUBURN,98001
2019,INSIGHT INTELLI INC,1,0,0,0,54,0221,NC,CHARLOTTE,28262
2019,MG2 CORP,0,0,0,1,54,2198,WA,SEATTLE,98101
2019,UNIVERSITY PREPARATORY ACADEMY,0,0,1,0,61,4344,WA,SEATTLE,98115
2019,PDS TECH INC,0,0,1,0,54,6444,TX,IRVING,75062
2019,WESTERN INSTITUTIONAL REVIEW BOARD,0,0,1,0,54,2554,NC,CARY,27513
2019,CANCER CARE NORTHWEST CENTERS PS,1,0,0,0,62,7627,WA,SPOKANE VALLEY,99216
2019,ITRON INC,22,4,17,0,33,1792,WA,LIBERTY LAKE,99019
2019,ITRON INC,0,0,2,0,42,1792,WA,LIBERTY LAKE,99019
2019,REISCHLING PRESS INC,0,0,1,0,32,3222,WA,TUKWILA,98168
2019,SUNRISE SERVICES INC,1,0,0,0,62,3396,WA,EVERETT,98203
2019,YAKIMA VALLEY FARM WORKERS CLINIC,0,0,2,0,62,9392,WA,TOPPENISH,98948
2019,YAKIMA VALLEY FARM WORKERS CLINIC,0,0,4,0,62,9392,WA,YAKIMA,98901
2019,BLOODWORKS NORTHWEST,0,0,1,0,54,9655,WA,SEATTLE,98104
2019,SEA MAR COMMUNITY HEALTH CENTERS,2,1,2,1,62,0139,WA,SEATTLE,98108
2019,RED LION HOTELS CORP,1,0,0,0,72,2187,CO,DENVER,80202
2019,INTEGRUS ARCHITECTURE PS,2,1,0,0,54,3931,WA,SEATTLE,98104
2019,BASTYR UNIV,0,0,1,0,61,6794,WA,KENMORE,98028
2019,AIC INTERNATIONAL INC,1,0,3,1,23,7583,GU,HAGATNA,96932
2019,BAYLIS ARCHITECTS INC,0,0,1,0,54,6526,WA,BELLEVUE,98004
2019,HEWITT ARCHITECTS INC,0,0,1,0,54,1610,WA,SEATTLE,98101
2019,COFFMAN ENGINEERS INC,2,0,0,0,54,3429,WA,SEATTLE,98101
2019,JENSEN MARITIME CONSULTANTS INC,0,0,1,0,42,9589,WA,SEATTLE,98134
2019,THE NORTHWEST SCHOOL,0,0,2,0,61,1146,WA,SEATTLE,98122
2019,HOLMAN DISTRIBUTION CTR OF WASHING,0,0,1,0,49,5515,WA,KENT,98032
2019,IMCO GENERAL CONSTRUCTION INC,1,0,0,0,23,6865,WA,FERNDALE,98248
2019,EXPEDITORS INTL OF WASHINGTON INC,0,0,1,0,48,6924,WA,SEATTLE,98104
2019,EXPEDITORS INTERNATIONAL OF WASHIN,8,4,8,0,48,9248,WA,SEATTLE,98104
2019,NORTHWEST AERIALS INC,0,1,0,0,61,5687,WA,KIRKLAND,98034
2019,LMN ARCHITECTS LLP,1,0,2,0,54,1766,WA,SEATTLE,98104
2019,NAC ARCHITECTURE INC,0,1,2,0,54,6202,WA,SPOKANE,99201
2019,J& W MARKETING INC D/B/A BEDROOMS,1,0,0,0,44,7000,WA,SEATTLE,98105
2019,BASSETTI ARCHITECTS PS,0,0,1,0,54,9745,WA,SEATTLE,98104
2019,MITHUN INC,1,0,0,0,54,3821,WA,SEATTLE,98101
2019,FATIGUE TECH INC,0,0,1,0,54,6274,WA,SEATTLE,98188
2019,CASCADIA RESEARCH COLLECTIVE,1,0,0,0,99,3375,WA,OLYMPIA,98501
2019,APPLE INC,0,0,1,0,33,4442,CA,CUPERTINO,95014
2019,MICROSOFT CORPORATION,2,0,1,0,51,4442,WA,REDMOND,98052
2019,MICROSOFT CORP,0,0,1,0,51,4444,WA,REDMOND,98052
2019,MED DATA INCORPORATED,2,0,0,0,54,5415,OH,BRECKSVILLE,44141
2019,ECOTOPE INC,1,0,0,0,54,2224,WA,SEATTLE,98101
2019,TRI CITIES COMMUNITY HEALTH,2,0,0,0,62,8675,WA,PASCO,99301
2019,MICROSOFT CORPORATIOIN,0,0,1,0,51,4422,WA,REDMOND,98052
2019,MICROSOFT CORPORATION,1,0,0,0,51,4442,CA,SANTA CLARA,95052
2019,MICROSOFT CORPORATION,0,0,1,0,51,4442,WA,OLYMPIA,98502
2019,MICROSOFT CORPORATION,"1,701",109,"3,560",66,51,4442,WA,REDMOND,98052
2019,MICROSOFT CORPORATION,0,0,1,0,54,4442,WA,REDMOND,98052
2019,MICROSOFT CORPORATION,0,0,1,0,51,4443,WA,REDMOND,98052
2019,MICROSOFT CORPORATION,1,0,0,0,51,4444,WA,REDMOND,98052
2019,MONTESSORI PLUS SCHOOL AND TEACHER,1,0,0,0,61,4153,WA,KENT,98031
2019,PATH,1,1,2,0,54,7127,WA,SEATTLE,98121
2019,JAMCO AMERICA INC,1,0,2,0,33,1164,WA,EVERETT,98203
2019,LYNDEN INCORPORATED,0,0,1,0,54,9184,WA,SEATTLE,98188
2019,WINSAI LLC,0,1,0,0,54,8226,CA,SANTA CLARA,95051
2019,OLSON KUNDIG INC,0,0,0,1,54,4183,WA,SEATTLE,98104
2019,MILL A SCHOOL DISTRICT,0,0,1,0,61,6594,WA,COOK,98605
2019,SCHWEITZER ENGRG LABORATORIE INC,29,0,25,0,54,6408,WA,PULLMAN,99163
2019,SCHWEITZER ENGRG LABS INC,0,0,1,0,54,6480,WA,PULLMAN,99163
2019,SCHWEITZER ENGINEERING LABORATORIE,1,0,0,0,54,6940,WA,PULLMAN,99163
2019,KIBUN FOODS USA INC,0,1,0,0,42,8013,WA,SEATTLE,98121
2019,SKILLINGS CONNOLLY INC,0,0,1,0,54,2924,WA,LACEY,98503
2019,U.S. ALLOY CO. DBA WASHINGTON ALL,1,0,0,0,42,8361,NC,LOWELL,28098
2019,COSTCO WHOLESALE CORPORATION,0,1,50,1,45,3280,WA,ISSAQUAH,98027
2019,CLASSIC ACCESSORIES LLC,1,0,0,0,42,9514,WA,KENT,98032
2019,ATTACHMATE CORP,3,0,1,0,51,8718,WA,SEATTLE,98104
2019,MT BAKER NEPHROLOGY ASSOCIATES INC,1,0,0,0,62,8084,WA,BELLINGHAM,98225
2019,COLUMBIA BASIN IMAGING P C,0,0,1,0,62,4871,WA,RICHLAND,99352
2019,COMMUNITY HLTH CTR OF SNOHOMISH CO,0,0,4,0,62,5170,WA,EVERETT,98208
2019,TVI INC D/B/A SAVERS,0,0,1,0,45,5756,WA,BELLEVUE,98004
2019,TVI INC D/B/A SAVERS,3,0,0,0,45,5756,WA,RENTON,98057
2019,APPLIED TECHNICAL SVCS CORP,1,0,0,0,33,2229,WA,EVERETT,98203
2019,BENSUSSEN DEUTSCH & ASSOCIATES LLC,0,0,1,0,54,2790,WA,WOODINVILLE,98072
2019,LANDAU ASSOCIATES INC,1,0,0,0,54,3329,WA,EDMONDS,98020
2019,AGROS INTERNATIONAL,0,0,1,0,81,6578,WA,SEATTLE,98121
2019,GENWORTH NORTH AMERICA CORPORATION,9,0,12,1,52,7112,VA,RICHMOND,23230
2019,DAVID D HAWTHORNE CPA PS,1,0,0,0,54,9659,WA,BURIEN,98166
2019,DOCUSIGN INC,1,0,0,0,54,3967,CA,SAN FRANCISCO,94105
2019,TRUEBLUE INC,2,0,6,0,56,7341,WA,TACOMA,98402
2019,NORTHWEST RESEARCH ASSOCIATES INC,1,0,0,0,54,1143,WA,REDMOND,98052
2019,CORE MARK INTL,1,0,0,0,42,5550,CA,SOUTH SAN FRANCISCO,94080
2019,CORE MARK INTL,0,0,4,0,42,5550,TX,WESTLAKE,76262
2019,LOOFBURROW WETCH ARCHITECTS P S,1,0,0,0,54,7119,WA,YAKIMA,98902
2019,STRATEGIES 360 INC,1,1,0,0,54,4555,WA,SEATTLE,98109
2019,NOVITIUM PHARMA LLC,1,0,0,0,32,5689,NJ,HIGHTSTOWN,08520
2019,WILLIAM H GATES III DBA BMGI,1,0,0,0,52,7932,WA,KIRKLAND,98033
2019,MULTIVISION LLC,0,0,1,0,54,1666,VA,RESTON,20190
2019,STOKES LAWRENCE P S,1,0,0,0,54,8835,WA,SEATTLE,98101
2019,OLYMPIA ANESTHESIA ASSO PC,0,0,0,1,62,9145,NY,NEW YORK,10036
2019,VWR INTERNATIONAL LLC,0,0,4,0,42,9190,PA,RADNOR,19087
2019,VWR INTERNATIONAL LLC,2,0,4,0,42,9190,PA,WAYNE,19087
2019,VERUS ADVISORY INC,0,0,0,1,52,0111,WA,SEATTLE,98104
2019,OTAK INC,1,0,0,0,54,4129,OR,PORTLAND,97204
2019,STARBUCKS COFFEE COMPANY,1,0,0,0,31,5671,WA,BOTHELL,98012
2019,STARBUCKS COFFEE COMPANY,1,0,0,0,31,5671,WA,SEATTLE,98124
2019,STARBUCKS COFFEE COMPANY,24,0,96,4,31,5671,WA,SEATTLE,98134
2019,HERREREA ENVIRONMENTAL CONSULTANTS,0,1,0,0,54,9346,WA,SEATTLE,98121
